state/ut,cnfrmd,actv,rcvd,dcsd
Dhalai,165,5,160,0
state/ut,cnfrmd,actv,rcvd,dcsd
Gomati,7,6,1,0
state/ut,cnfrmd,actv,rcvd,dcsd
Khowai,12,11,1,0
state/ut,cnfrmd,actv,rcvd,dcsd
North Tripura,7,4,3,0
state/ut,cnfrmd,actv,rcvd,dcsd
Sipahijala,5,5,0,0
state/ut,cnfrmd,actv,rcvd,dcsd
South Tripura,4,4,0,0
state/ut,cnfrmd,actv,rcvd,dcsd
Unokoti,1,1,0,0
state/ut,cnfrmd,actv,rcvd,dcsd
West Tripura,8,8,0,0
